Username,Country,Title,Date Watched,Percentage Watched
bartlettmaria,Germany,Bridgerton,2023-04-02,51
bartlettmaria,Germany,Black Mirror,2022-06-10,28
bartlettmaria,Germany,Arrested Development,2023-03-17,68
bartlettmaria,Germany,Emily in Paris,2023-01-01,58
bartlettmaria,Germany,The Big Bang Theory,2022-09-22,45
bartlettmaria,Germany,Mindhunter,2022-07-07,9
bartlettmaria,Germany,The Politician,2023-01-06,43
bartlettmaria,Germany,Lucifer,2023-02-20,42
bartlettmaria,Germany,Homeland,2023-05-20,84
bartlettmaria,Germany,Daredevil,2022-08-22,34
bartlettmaria,Germany,The Order,2022-12-05,5
bartlettmaria,Germany,The Society,2023-03-16,28
frances11,United Kingdom,Emily in Paris,2022-11-06,28
frances11,United Kingdom,Black Mirror,2022-08-03,91
frances11,United Kingdom,The Politician,2023-04-17,81
frances11,United Kingdom,Jessica Jones,2022-11-03,48
frances11,United Kingdom,Sense8,2022-10-27,90
frances11,United Kingdom,The Punisher,2023-04-09,95
frances11,United Kingdom,Narcos,2023-05-12,59
frances11,United Kingdom,Orange Is the New Black,2022-08-03,1
frances11,United Kingdom,The Good Place,2022-08-07,83
frances11,United Kingdom,The Umbrella Academy,2022-10-06,75
frances11,United Kingdom,Bridgerton,2022-10-03,90
frances11,United Kingdom,BoJack Horseman,2023-04-03,89
frances11,United Kingdom,13 Reasons Why,2022-10-17,95
frances11,United Kingdom,Homeland,2022-09-29,1
frances11,United Kingdom,Ozark,2022-07-19,81
frances11,United Kingdom,Daredevil,2023-03-02,12
frances11,United Kingdom,Stranger Things,2023-03-06,90
frances11,United Kingdom,The Last Kingdom,2022-09-26,18
michaelaodom,Japan,The Last Kingdom,2023-01-07,35
michaelaodom,Japan,Sense8,2023-03-08,51
michaelaodom,Japan,Dark,2023-01-02,43
michaelaodom,Japan,The Haunting of Hill House,2022-11-28,66
michaelaodom,Japan,The Good Place,2023-05-14,100
michaelaodom,Japan,Ozark,2022-09-29,45
michaelaodom,Japan,Narcos,2022-08-31,3
michaelaodom,Japan,Breaking Bad,2022-08-07,26
michaelaodom,Japan,The Witcher,2023-03-30,19
michaelaodom,Japan,The Walking Dead,2022-09-17,52
michaelaodom,Japan,Russian Doll,2022-11-08,63
melendezjessica,Brazil,The Crown,2022-11-01,71
melendezjessica,Brazil,GLOW,2023-01-16,39
melendezjessica,Brazil,Daredevil,2022-08-24,73
melendezjessica,Brazil,Arrested Development,2022-08-13,12
melendezjessica,Brazil,The End of the F***ing World,2023-05-07,98
melendezjessica,Brazil,Stranger Things,2023-06-06,19
melendezjessica,Brazil,The Good Place,2023-03-26,57
melendezjessica,Brazil,Money Heist (La Casa de Papel),2023-05-16,32
melendezjessica,Brazil,The Order,2022-11-13,12
jamesvictoria,United Kingdom,BoJack Horseman,2023-02-20,62
jamesvictoria,United Kingdom,Ratched,2023-04-25,40
jamesvictoria,United Kingdom,Black Mirror,2023-02-10,60
jamesvictoria,United Kingdom,Daredevil,2022-12-03,80
jamesvictoria,United Kingdom,Sex Education,2023-03-17,40
jamesvictoria,United Kingdom,Friends,2023-05-19,55
jamesvictoria,United Kingdom,Russian Doll,2023-06-03,24
jamesvictoria,United Kingdom,Ozark,2022-09-10,1
jamesvictoria,United Kingdom,The Dragon Prince,2022-06-23,5
mary94,South Korea,Black Mirror,2022-08-23,27
mary94,South Korea,Ozark,2022-12-13,39
mary94,South Korea,The Haunting of Hill House,2023-01-31,37
mary94,South Korea,Arrested Development,2022-06-13,91
mary94,South Korea,Peaky Blinders,2022-09-17,94
mary94,South Korea,The Big Bang Theory,2023-05-05,43
mary94,South Korea,The Queen's Gambit,2023-03-05,44
mary94,South Korea,The Umbrella Academy,2022-06-09,26
mary94,South Korea,The Crown,2022-07-11,5
mary94,South Korea,Friends,2023-01-31,11
mary94,South Korea,Mindhunter,2022-10-17,93
mary94,South Korea,Brooklyn Nine-Nine,2023-04-25,97
mary94,South Korea,Narcos,2022-06-12,72
mary94,South Korea,Ratched,2022-06-21,100
mary94,South Korea,The Dragon Prince,2023-02-26,68
mary94,South Korea,Orange Is the New Black,2023-02-04,62
mary94,South Korea,GLOW,2022-12-17,38
mary94,South Korea,Emily in Paris,2022-09-20,88
mary94,South Korea,Bridgerton,2022-11-29,99
vasquezlaura,Brazil,The Order,2022-08-20,31
vasquezlaura,Brazil,Locke & Key,2023-02-12,15
vasquezlaura,Brazil,The Dragon Prince,2022-12-12,45
vasquezlaura,Brazil,The Politician,2022-12-23,2
vasquezlaura,Brazil,Elite,2022-08-05,18
vasquezlaura,Brazil,Sense8,2023-01-23,60
vasquezlaura,Brazil,Bridgerton,2022-07-01,91
vasquezlaura,Brazil,The End of the F***ing World,2023-05-30,58
vasquezlaura,Brazil,GLOW,2023-03-04,84
vasquezlaura,Brazil,Vikings,2022-10-07,7
vasquezlaura,Brazil,Emily in Paris,2022-11-13,43
thomas78,France,13 Reasons Why,2022-12-27,17
thomas78,France,Narcos,2023-04-23,69
thomas78,France,Dark,2022-06-19,3
thomas78,France,Stranger Things,2023-03-18,85
thomas78,France,Lupin,2023-05-14,31
thomas78,France,The Big Bang Theory,2022-07-26,16
thomas78,France,Ozark,2022-08-20,24
thomas78,France,Arrested Development,2023-03-17,18
thomas78,France,The Walking Dead,2022-08-03,94
thomas78,France,The Crown,2022-10-15,99
thomas78,France,Ratched,2023-05-29,4
austin73,Australia,The Crown,2022-07-08,42
austin73,Australia,The Walking Dead,2023-03-02,49
austin73,Australia,The Society,2022-09-02,59
austin73,Australia,Friends,2023-06-04,60
austin73,Australia,The Order,2022-12-20,70
austin73,Australia,Black Mirror,2022-08-05,52
austin73,Australia,BoJack Horseman,2022-12-30,85
austin73,Australia,Lucifer,2022-09-04,84
austin73,Australia,Brooklyn Nine-Nine,2022-12-07,65
austin73,Australia,The Good Place,2022-10-01,75
austin73,Australia,The Umbrella Academy,2022-07-26,42
austin73,Australia,Altered Carbon,2022-10-30,87
austin73,Australia,Daredevil,2023-04-02,75
austin73,Australia,Cobra Kai,2023-02-24,75
austin73,Australia,Mindhunter,2022-06-10,34
austin73,Australia,Vikings,2023-05-26,89
carpenterkristina,United Kingdom,Russian Doll,2023-02-15,49
carpenterkristina,United Kingdom,Cobra Kai,2022-12-17,11
carpenterkristina,United Kingdom,The Witcher,2023-04-28,33
carpenterkristina,United Kingdom,The Order,2023-01-18,36
carpenterkristina,United Kingdom,Friends,2022-08-08,2
carpenterkristina,United Kingdom,Peaky Blinders,2022-07-20,83
carpenterkristina,United Kingdom,Elite,2022-08-31,81
carpenterkristina,United Kingdom,Lucifer,2022-06-25,46
carpenterkristina,United Kingdom,Altered Carbon,2022-10-19,36
carpenterkristina,United Kingdom,Bridgerton,2023-02-18,73
carpenterkristina,United Kingdom,The Society,2022-08-23,67
tina59,Turkey,Lupin,2023-03-11,31
tina59,Turkey,The Dragon Prince,2023-02-17,11
tina59,Turkey,Friends,2023-02-21,9
tina59,Turkey,The Queen's Gambit,2022-06-14,90
tina59,Turkey,The Walking Dead,2022-11-14,73
tina59,Turkey,Locke & Key,2022-11-05,79
tina59,Turkey,Stranger Things,2022-08-26,59
tina59,Turkey,The Haunting of Hill House,2022-10-17,25
tina59,Turkey,Russian Doll,2023-05-08,70
tina59,Turkey,Peaky Blinders,2022-07-01,1
tina59,Turkey,Bridgerton,2022-07-11,51
tina59,Turkey,Orange Is the New Black,2023-05-22,63
tina59,Turkey,The Society,2022-12-29,81
tina59,Turkey,Cobra Kai,2023-02-12,66
tina59,Turkey,The Office (US),2023-03-30,9
tina59,Turkey,BoJack Horseman,2022-09-18,79
tina59,Turkey,Lucifer,2023-05-23,16
tina59,Turkey,The Order,2022-08-08,16
alexabanks,Australia,BoJack Horseman,2023-01-14,33
alexabanks,Australia,Lucifer,2022-11-05,66
alexabanks,Australia,The Office (US),2023-06-02,77
alexabanks,Australia,Jessica Jones,2023-04-06,57
alexabanks,Australia,The Society,2022-10-24,16
alexabanks,Australia,The Dragon Prince,2022-12-29,88
alexabanks,Australia,Sex Education,2022-07-19,75
alexabanks,Australia,The Punisher,2022-12-04,81
alexabanks,Australia,The Order,2022-08-18,94
jonesdanny,Japan,The Dragon Prince,2023-05-26,61
jonesdanny,Japan,Russian Doll,2023-04-13,96
jonesdanny,Japan,Sense8,2022-07-04,56
jonesdanny,Japan,The Politician,2023-06-01,50
jonesdanny,Japan,Black Mirror,2022-11-25,40
jonesdanny,Japan,The Good Place,2022-10-10,72
jonesdanny,Japan,The Big Bang Theory,2022-06-19,80
jonesdanny,Japan,Homeland,2023-05-07,29
jonesdanny,Japan,The Queen's Gambit,2023-01-06,74
jonesdanny,Japan,The Umbrella Academy,2023-04-24,86
jonesdanny,Japan,The Last Kingdom,2023-04-05,99
tyler50,Australia,Mindhunter,2022-07-24,47
tyler50,Australia,Cobra Kai,2022-08-19,80
tyler50,Australia,Breaking Bad,2023-01-20,12
tyler50,Australia,Emily in Paris,2023-04-14,19
tyler50,Australia,The Walking Dead,2022-12-11,57
tyler50,Australia,The Society,2022-10-21,45
tyler50,Australia,Locke & Key,2023-05-10,33
tyler50,Australia,Homeland,2022-08-24,70
tyler50,Australia,Money Heist (La Casa de Papel),2022-09-11,54
kaitlin48,United States,Jessica Jones,2022-08-30,5
kaitlin48,United States,The Society,2023-04-08,61
kaitlin48,United States,The Crown,2023-03-12,77
kaitlin48,United States,The Dragon Prince,2022-12-01,34
kaitlin48,United States,Emily in Paris,2022-10-02,100
kaitlin48,United States,The Office (US),2022-12-20,28
kaitlin48,United States,Homeland,2022-12-07,39
kaitlin48,United States,Brooklyn Nine-Nine,2022-08-18,37
kaitlin48,United States,13 Reasons Why,2022-11-14,38
kaitlin48,United States,Cobra Kai,2022-08-23,20
kaitlin48,United States,Vikings,2022-12-20,1
lauriegreene,United States,The Good Place,2022-07-23,66
lauriegreene,United States,GLOW,2022-09-21,25
lauriegreene,United States,Peaky Blinders,2023-03-17,77
lauriegreene,United States,Emily in Paris,2022-10-21,73
lauriegreene,United States,The Witcher,2023-04-14,49
calvinwebb,Germany,13 Reasons Why,2022-11-01,14
calvinwebb,Germany,The Dragon Prince,2022-07-16,33
calvinwebb,Germany,The Punisher,2022-06-21,46
calvinwebb,Germany,Sex Education,2023-01-30,33
calvinwebb,Germany,Lupin,2023-04-13,61
calvinwebb,Germany,Lucifer,2022-06-30,28
calvinwebb,Germany,Breaking Bad,2022-10-30,3
calvinwebb,Germany,The Queen's Gambit,2022-08-09,16
calvinwebb,Germany,The Order,2022-09-15,3
calvinwebb,Germany,Sense8,2023-03-08,97
calvinwebb,Germany,The Last Kingdom,2022-08-25,4
calvinwebb,Germany,The Haunting of Hill House,2023-01-08,9
calvinwebb,Germany,Daredevil,2023-01-08,53
calvinwebb,Germany,Altered Carbon,2023-05-23,99
calvinwebb,Germany,Orange Is the New Black,2022-12-18,83
calvinwebb,Germany,Arrested Development,2022-09-26,5
calvinwebb,Germany,The Crown,2023-05-25,35
kennethevans,India,Daredevil,2022-07-10,33
kennethevans,India,Sex Education,2022-11-02,0
kennethevans,India,The Crown,2023-03-18,9
kennethevans,India,Narcos,2022-11-29,1
kennethevans,India,Elite,2023-02-17,88
kennethevans,India,The Dragon Prince,2023-05-05,6
kennethevans,India,Vikings,2022-11-24,25
kennethevans,India,Friends,2023-01-20,76
kennethevans,India,The Queen's Gambit,2023-02-07,20
kennethevans,India,Sense8,2023-04-04,35
kennethevans,India,Peaky Blinders,2023-03-07,81
kennethevans,India,Brooklyn Nine-Nine,2022-09-29,60
kennethevans,India,13 Reasons Why,2023-01-01,54
kennethevans,India,The Umbrella Academy,2023-04-14,65
prichards,Turkey,Mindhunter,2023-01-29,76
prichards,Turkey,Better Call Saul,2022-10-18,69
prichards,Turkey,Brooklyn Nine-Nine,2023-05-04,4
prichards,Turkey,Lupin,2023-06-04,65
prichards,Turkey,Sense8,2023-01-19,1
prichards,Turkey,Narcos,2022-10-03,47
prichards,Turkey,Daredevil,2022-06-19,17
prichards,Turkey,The Society,2023-04-13,64
racheldavis,India,Money Heist (La Casa de Papel),2022-10-30,27
racheldavis,India,Sense8,2023-04-24,17
racheldavis,India,The Dragon Prince,2022-11-10,36
racheldavis,India,GLOW,2023-02-04,85
racheldavis,India,The Last Kingdom,2022-07-23,37
racheldavis,India,The End of the F***ing World,2023-02-20,44
racheldavis,India,13 Reasons Why,2022-12-24,91
racheldavis,India,Sex Education,2022-09-30,93
racheldavis,India,Vikings,2022-12-12,92
racheldavis,India,Locke & Key,2022-10-28,40
racheldavis,India,Cobra Kai,2023-01-17,92
racheldavis,India,The Walking Dead,2023-03-21,32
racheldavis,India,Jessica Jones,2022-11-05,80
racheldavis,India,Lupin,2022-06-17,95
racheldavis,India,Brooklyn Nine-Nine,2022-10-15,65
racheldavis,India,Homeland,2022-11-30,16
dclark,Canada,13 Reasons Why,2023-04-09,26
dclark,Canada,Dead to Me,2023-01-07,61
dclark,Canada,Arrested Development,2023-05-09,83
dclark,Canada,Sense8,2022-07-07,26
dclark,Canada,Money Heist (La Casa de Papel),2023-03-23,12
dclark,Canada,GLOW,2023-05-29,90
dclark,Canada,Friends,2022-08-10,100
dclark,Canada,Cobra Kai,2023-05-22,7
dclark,Canada,The Last Kingdom,2022-11-08,83
dclark,Canada,The Haunting of Hill House,2023-03-23,19
wprice,Japan,Altered Carbon,2022-08-10,98
wprice,Japan,Arrested Development,2022-08-24,1
wprice,Japan,The Order,2023-05-02,71
wprice,Japan,Daredevil,2022-08-01,34
wprice,Japan,Cobra Kai,2023-05-28,58
wprice,Japan,The Umbrella Academy,2022-06-24,57
wprice,Japan,Lupin,2022-08-06,97
wprice,Japan,Ozark,2022-08-16,79
wprice,Japan,Black Mirror,2022-12-21,92
wprice,Japan,Ratched,2022-06-10,66
wprice,Japan,The Queen's Gambit,2022-07-31,16
wprice,Japan,The Walking Dead,2023-03-24,36
igreen,Japan,The Politician,2023-01-28,25
igreen,Japan,Better Call Saul,2022-08-31,81
igreen,Japan,Lupin,2022-10-10,21
igreen,Japan,Homeland,2022-09-02,82
igreen,Japan,The End of the F***ing World,2022-07-27,60
igreen,Japan,The Umbrella Academy,2022-09-07,67
igreen,Japan,The Witcher,2023-05-25,78
igreen,Japan,Black Mirror,2023-03-27,68
igreen,Japan,Russian Doll,2023-05-02,19
pdillon,Japan,Money Heist (La Casa de Papel),2023-03-11,60
pdillon,Japan,Daredevil,2022-10-30,85
pdillon,Japan,The Dragon Prince,2023-02-26,43
pdillon,Japan,Lucifer,2023-05-08,87
pdillon,Japan,The End of the F***ing World,2022-09-03,9
pdillon,Japan,GLOW,2022-12-06,85
pdillon,Japan,Cobra Kai,2023-01-31,66
pdillon,Japan,The Last Kingdom,2022-07-30,85
pdillon,Japan,The Office (US),2023-03-16,87
pdillon,Japan,Homeland,2023-01-07,30
pdillon,Japan,The Queen's Gambit,2022-09-19,87
pdillon,Japan,The Big Bang Theory,2023-02-21,19
pdillon,Japan,The Order,2022-12-02,9
pdillon,Japan,BoJack Horseman,2023-02-04,67
pdillon,Japan,The Society,2022-07-09,31
pdillon,Japan,Elite,2023-05-12,16
pdillon,Japan,Dead to Me,2022-10-14,7
evansbruce,Brazil,Black Mirror,2023-01-02,77
evansbruce,Brazil,Better Call Saul,2023-05-31,99
evansbruce,Brazil,Sense8,2023-05-05,23
evansbruce,Brazil,The Walking Dead,2023-04-03,85
evansbruce,Brazil,The Last Kingdom,2022-10-08,85
evansbruce,Brazil,BoJack Horseman,2023-05-25,82
evansbruce,Brazil,Vikings,2022-12-10,35
evansbruce,Brazil,Peaky Blinders,2023-05-19,61
evansbruce,Brazil,Jessica Jones,2022-06-08,23
evansbruce,Brazil,Daredevil,2022-09-28,43
evansbruce,Brazil,Money Heist (La Casa de Papel),2022-12-14,51
evansbruce,Brazil,Lupin,2023-02-26,80
evansbruce,Brazil,The Office (US),2023-06-01,36
evansbruce,Brazil,The Politician,2023-05-12,57
evansbruce,Brazil,Elite,2022-07-16,16
evansbruce,Brazil,Ozark,2022-11-06,62
evansbruce,Brazil,Russian Doll,2022-10-19,14
evansbruce,Brazil,The Haunting of Hill House,2023-01-25,8
evansbruce,Brazil,Arrested Development,2023-03-06,91
evansbruce,Brazil,The Punisher,2022-12-06,30
tamarajackson,Japan,Elite,2023-05-02,56
tamarajackson,Japan,The Dragon Prince,2022-07-24,44
tamarajackson,Japan,Lucifer,2023-03-16,59
tamarajackson,Japan,Russian Doll,2023-01-04,19
tamarajackson,Japan,Ozark,2023-03-05,93
tamarajackson,Japan,Locke & Key,2023-05-12,66
tamarajackson,Japan,Better Call Saul,2023-06-01,24
tamarajackson,Japan,Money Heist (La Casa de Papel),2023-05-12,29
tamarajackson,Japan,Jessica Jones,2023-01-19,65
tamarajackson,Japan,Brooklyn Nine-Nine,2023-05-16,14
tamarajackson,Japan,13 Reasons Why,2022-10-15,49
tamarajackson,Japan,BoJack Horseman,2023-06-02,57
tamarajackson,Japan,Sense8,2023-03-08,59
tamarajackson,Japan,Ratched,2023-04-15,54
tamarajackson,Japan,Stranger Things,2022-07-12,98
vdillon,Turkey,The Haunting of Hill House,2022-11-27,22
vdillon,Turkey,The Last Kingdom,2023-03-24,51
vdillon,Turkey,The Umbrella Academy,2022-11-18,65
vdillon,Turkey,The Office (US),2022-08-21,4
vdillon,Turkey,The Crown,2023-03-28,98
vdillon,Turkey,Altered Carbon,2023-03-10,79
vdillon,Turkey,Daredevil,2022-06-16,93
vdillon,Turkey,Lupin,2023-01-03,55
vdillon,Turkey,Bridgerton,2022-10-10,3
vdillon,Turkey,GLOW,2023-02-11,36
vdillon,Turkey,Orange Is the New Black,2023-01-22,22
vdillon,Turkey,Russian Doll,2022-08-14,28
vdillon,Turkey,Jessica Jones,2023-05-22,59
vdillon,Turkey,Dark,2022-12-13,74
vdillon,Turkey,Breaking Bad,2023-05-20,63
vdillon,Turkey,Stranger Things,2022-07-29,89
justin79,Canada,Vikings,2022-07-15,97
justin79,Canada,Money Heist (La Casa de Papel),2023-04-06,39
justin79,Canada,The Crown,2022-10-21,56
justin79,Canada,Sense8,2022-09-15,46
justin79,Canada,Elite,2022-08-31,57
justin79,Canada,The Queen's Gambit,2023-02-25,49
justin79,Canada,The Big Bang Theory,2023-04-02,2
justin79,Canada,Altered Carbon,2023-05-14,71
justin79,Canada,Daredevil,2022-12-11,6
justin79,Canada,The Punisher,2022-06-27,93
justin79,Canada,Dark,2023-06-04,48
justin79,Canada,Homeland,2023-04-15,35
tammy93,United Kingdom,BoJack Horseman,2022-09-30,68
tammy93,United Kingdom,Money Heist (La Casa de Papel),2022-10-21,86
tammy93,United Kingdom,Emily in Paris,2023-01-23,81
tammy93,United Kingdom,Better Call Saul,2023-01-14,42
tammy93,United Kingdom,The Crown,2022-11-22,3
tammy93,United Kingdom,Jessica Jones,2023-01-16,50
tammy93,United Kingdom,Mindhunter,2023-03-31,12
tammy93,United Kingdom,Lucifer,2022-06-25,1
tammy93,United Kingdom,Locke & Key,2023-02-08,56
tammy93,United Kingdom,Peaky Blinders,2022-11-14,57
tammy93,United Kingdom,Bridgerton,2023-02-25,7
tammy93,United Kingdom,Altered Carbon,2023-03-13,93
tammy93,United Kingdom,Stranger Things,2023-05-06,39
tammy93,United Kingdom,Homeland,2023-02-28,60
tammy93,United Kingdom,The Last Kingdom,2023-03-06,69
tammy93,United Kingdom,The Big Bang Theory,2023-01-31,99
kevinharrington,India,Sense8,2022-08-07,10
kevinharrington,India,The Big Bang Theory,2022-10-07,48
kevinharrington,India,Daredevil,2022-06-11,56
kevinharrington,India,GLOW,2023-01-20,28
kevinharrington,India,Cobra Kai,2023-01-17,10
kevinharrington,India,The Queen's Gambit,2023-05-28,34
martincatherine,Turkey,Money Heist (La Casa de Papel),2022-09-08,90
martincatherine,Turkey,The Big Bang Theory,2023-04-07,18
martincatherine,Turkey,The Haunting of Hill House,2023-02-17,91
martincatherine,Turkey,Daredevil,2022-10-20,57
martincatherine,Turkey,Black Mirror,2022-12-04,98
martincatherine,Turkey,Homeland,2023-02-24,44
martincatherine,Turkey,Arrested Development,2023-01-08,77
martincatherine,Turkey,The End of the F***ing World,2023-02-26,0
belljennifer,Brazil,Lucifer,2023-01-17,22
belljennifer,Brazil,Ozark,2022-12-05,37
belljennifer,Brazil,The Politician,2022-12-27,95
belljennifer,Brazil,Russian Doll,2022-06-08,59
belljennifer,Brazil,13 Reasons Why,2023-02-02,47
belljennifer,Brazil,Ratched,2022-10-13,16
belljennifer,Brazil,Lupin,2023-01-05,9
belljennifer,Brazil,Narcos,2022-09-06,77
belljennifer,Brazil,Friends,2023-02-08,99
belljennifer,Brazil,Emily in Paris,2023-02-09,30
belljennifer,Brazil,The End of the F***ing World,2022-07-19,1
belljennifer,Brazil,Dead to Me,2022-07-04,15
belljennifer,Brazil,The Order,2023-05-07,73
belljennifer,Brazil,Cobra Kai,2022-10-24,89
belljennifer,Brazil,GLOW,2023-05-16,53
belljennifer,Brazil,Daredevil,2023-02-09,91
belljennifer,Brazil,Sex Education,2023-04-19,7
veronicalawson,South Korea,Altered Carbon,2022-06-19,62
veronicalawson,South Korea,The Order,2022-12-09,85
veronicalawson,South Korea,Vikings,2022-10-13,74
veronicalawson,South Korea,The Big Bang Theory,2023-01-05,15
veronicalawson,South Korea,The Punisher,2023-01-19,7
veronicalawson,South Korea,Bridgerton,2022-09-05,6
veronicalawson,South Korea,Ozark,2022-08-03,3
veronicalawson,South Korea,Lupin,2022-11-11,59
